batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.embedding.weight,paramnorm_transformer.linear.weight,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
,20,8.510638236999512,2.0217342376708984,,,,,0.05089045315980911,0.026384694501757622,0.007367414887994528,0.9826457500457764,0.05069451406598091,0.0505354106426239,0.05128166079521179,0.05087485536932945,0.05081243813037872,0.05040900781750679,0.05070878565311432,0.05106030032038689,0.050608500838279724,0.05060921609401703,0.05071500688791275,0.05076010897755623,0.05109390988945961,0.007427413947880268,0.983496367931366,0.050828151404857635,0.026295660063624382,0.010716798715293407,0.9892288446426392,0.0505891814827919,0.050685565918684006,0.05034204199910164,0.05114343762397766,0.04991133511066437,0.05098479241132736,0.050811246037483215,0.050547558814287186,0.05130484700202942,0.0507088340818882,0.050911858677864075,0.05080581456422806,0.05007975921034813,0.007418731693178415,0.9826176762580872,0.9775147438049316,0.05128541588783264,21,,,,,0.9933775067329407,2.9107422828674316,18.37042999267578
,22,8.510638236999512,1.9573472738265991,,,,,0.0508657805621624,0.02646552585065365,0.007630880456417799,0.9806405305862427,0.050646647810935974,0.0505204051733017,0.05128389969468117,0.05084357038140297,0.050831202417612076,0.05041437968611717,0.05067325010895729,0.05109912157058716,0.05062501132488251,0.05057495832443237,0.050687387585639954,0.05071767419576645,0.051056865602731705,0.007722381968051195,0.9815374612808228,0.05079992860555649,0.026370154693722725,0.011732893995940685,0.9884339570999146,0.05052623897790909,0.05068563297390938,0.05034978687763214,0.0510806143283844,0.04985586181282997,0.050920162349939346,0.05074337497353554,0.05051204562187195,0.051275551319122314,0.050648994743824005,0.050900354981422424,0.05080219730734825,0.05002463236451149,0.007675310131162405,0.9806188941001892,0.975566565990448,0.051436878740787506,23,,,,,0.9933775067329407,2.920356273651123,18.547895431518555
,24,8.510638236999512,1.9038804769515991,,,,,0.05083131790161133,0.02652975171804428,0.007855359464883804,0.9786462187767029,0.05059414729475975,0.05049450695514679,0.05127209797501564,0.05080273374915123,0.05084292218089104,0.050405558198690414,0.05063537880778313,0.051121119409799576,0.05062040314078331,0.05052969232201576,0.05066555738449097,0.05068415775895119,0.0510207936167717,0.00797111727297306,0.9795827269554138,0.050765279680490494,0.026428818702697754,0.01270477008074522,0.9876369833946228,0.05046321824193001,0.050693586468696594,0.0503675639629364,0.05101938545703888,0.04979807883501053,0.05084895342588425,0.050675250589847565,0.050484273582696915,0.05125732347369194,0.050590913742780685,0.05086785554885864,0.050777617841959,0.04996596649289131,0.007899007759988308,0.9786336421966553,0.9736247658729553,0.05159783363342285,25,,,,,0.9933775067329407,2.9504499435424805,19.114551544189453
,26,10.638297080993652,1.8596854209899902,,,,,0.050787314772605896,0.026577860116958618,0.008048055693507195,0.9766783714294434,0.05053982883691788,0.0504569336771965,0.0512457974255085,0.05075327679514885,0.0508606992661953,0.050390828400850296,0.05059534311294556,0.05112869292497635,0.05059764161705971,0.05047861859202385,0.05065581947565079,0.05066465958952904,0.050990961492061615,0.008181197568774223,0.9776371121406555,0.05072285979986191,0.02647223509848118,0.013625838793814182,0.9868400692939758,0.050401363521814346,0.05071479454636574,0.0504000261425972,0.05096445977687836,0.04974471032619476,0.050777725875377655,0.05060868710279465,0.05046727880835533,0.05125221237540245,0.05053558945655823,0.050826553255319595,0.05074162781238556,0.04990551620721817,0.008093842305243015,0.9766657948493958,0.9716902375221252,0.05176546052098274,27,,,,,0.982695996761322,2.991292715072632,19.911405563354492
,28,12.76595687866211,1.8230293989181519,,,,,0.050734348595142365,0.02661082334816456,0.008208868093788624,0.9747336506843567,0.050484079867601395,0.05040837079286575,0.051204606890678406,0.05069441348314285,0.05089279264211655,0.05038052424788475,0.050557561218738556,0.05112532898783684,0.050563450902700424,0.05042136833071709,0.050657808780670166,0.050659723579883575,0.0509665422141552,0.008352268487215042,0.975700318813324,0.05067239701747894,0.026501115411520004,0.014495535753667355,0.9860326051712036,0.05034151300787926,0.05075174197554588,0.050448138266801834,0.05091692879796028,0.049699194729328156,0.05071062967181206,0.05054493248462677,0.05046392232179642,0.051260415464639664,0.05048169940710068,0.050786539912223816,0.050702791661024094,0.04984574019908905,0.008255244232714176,0.9747148156166077,0.9697633385658264,0.051935985684394836,29,,,,,0.9720145463943481,3.0352303981781006,20.805770874023438
,30,14.893616676330566,1.7871743440628052,,,,,0.050673507153987885,0.026630502194166183,0.008327058516442776,0.9728265404701233,0.050429634749889374,0.050351765006780624,0.05115247145295143,0.0506301075220108,0.050936195999383926,0.05037905275821686,0.05052492767572403,0.05111859738826752,0.050532225519418716,0.05036066472530365,0.05067411810159683,0.05067167803645134,0.05095437169075012,0.008479730226099491,0.9737839698791504,0.050613317638635635,0.026515379548072815,0.015299465507268906,0.9852157235145569,0.050282347947359085,0.05079800263047218,0.05050833895802498,0.0508759468793869,0.04966380447149277,0.05065308138728142,0.050480712205171585,0.05047967657446861,0.05128981173038483,0.05043061450123787,0.05075336992740631,0.05066767707467079,0.04978764057159424,0.008364584296941757,0.9727854132652283,0.9678446650505066,0.05210644379258156,31,,,,,0.9186071157455444,3.0680811405181885,21.500606536865234
,32,10.638297080993652,1.748490810394287,,,,,0.05060524493455887,0.026637667790055275,0.008412061259150505,0.9709447026252747,0.05037679523229599,0.05028766766190529,0.051088809967041016,0.05055796727538109,0.050983939319849014,0.05038272216916084,0.05050042271614075,0.05111090838909149,0.05050584301352501,0.05029945820569992,0.0507037527859211,0.050698865205049515,0.05095302313566208,0.008571406826376915,0.9718781113624573,0.050547320395708084,0.026518279686570168,0.01605086773633957,0.9843795299530029,0.050225723534822464,0.05085459724068642,0.05058228597044945,0.05084648355841637,0.04963831230998039,0.05060536414384842,0.05041747912764549,0.050511546432971954,0.05133548006415367,0.05038170889019966,0.05073113366961479,0.05063802748918533,0.04973025619983673,0.008439328521490097,0.9708653092384338,0.9659348130226135,0.052273545414209366,33,,,,,0.9933775067329407,3.086796283721924,21.906782150268555
,34,10.638297080993652,1.7070783376693726,,,,,0.050529878586530685,0.0266340933740139,0.008479723706841469,0.969097912311554,0.05032961070537567,0.0502152256667614,0.05100982263684273,0.050477784126996994,0.05103876441717148,0.05039379373192787,0.0504891499876976,0.051098499447107315,0.05047830194234848,0.050235822796821594,0.05074765905737877,0.0507439561188221,0.05097439885139465,0.00863935612142086,0.9699904918670654,0.05047449469566345,0.02651086635887623,0.016760272905230522,0.9835436344146729,0.050175707787275314,0.050914324820041656,0.05066515877842903,0.05083012953400612,0.04962636157870293,0.05057021975517273,0.05035935714840889,0.05056317150592804,0.05140140652656555,0.05034003406763077,0.05072072893381119,0.05061803013086319,0.04967844486236572,0.008486876264214516,0.9689647555351257,0.9640341401100159,0.05243634060025215,35,,,,,0.9933775067329407,3.1031124591827393,22.267148971557617
,36,12.76595687866211,1.657792329788208,,,,,0.050446294248104095,0.02662076987326145,0.008546318858861923,0.9672891497612,0.05028916895389557,0.050137877464294434,0.050915200263261795,0.05039094761013985,0.05110077187418938,0.0504140630364418,0.050496067851781845,0.051084455102682114,0.050455108284950256,0.0501713864505291,0.050799448043107986,0.050801798701286316,0.05101771652698517,0.008691350929439068,0.968119204044342,0.05039699375629425,0.02649601921439171,0.017427319660782814,0.9826878309249878,0.050134193152189255,0.05098048970103264,0.05076025053858757,0.05082451552152634,0.04963167384266853,0.0505547970533371,0.05030393972992897,0.05063743144273758,0.05149058252573013,0.05030875653028488,0.05072735622525215,0.05061539262533188,0.049635887145996094,0.008520601317286491,0.9670810103416443,0.9621431231498718,0.05259384587407112,37,,,,,0.9613330364227295,3.12515926361084,22.763521194458008
,38,14.893616676330566,1.5938156843185425,,,,,0.0503571517765522,0.026599518954753876,0.008617299608886242,0.9655174612998962,0.050259172916412354,0.050063371658325195,0.05080841854214668,0.05029835179448128,0.05116249993443489,0.05043918266892433,0.050523802638053894,0.05107297748327255,0.050442107021808624,0.05011175572872162,0.050859685987234116,0.05087614804506302,0.05108670890331268,0.008737344294786453,0.9662682414054871,0.05031570792198181,0.02647520788013935,0.018062185496091843,0.9818449020385742,0.05010618641972542,0.05106241628527641,0.05087395757436752,0.0508410707116127,0.04965557903051376,0.050559256225824356,0.05025598406791687,0.05072331428527832,0.05159132927656174,0.05029301717877388,0.05075301602482796,0.05062921717762947,0.04960548132658005,0.008546157740056515,0.965218186378479,0.9602617025375366,0.05274587497115135,39,,,,,0.9506515860557556,3.148179292678833,23.293615341186523
,40,21.276594161987305,1.5060744285583496,,,,,0.05026404559612274,0.026573780924081802,0.008698049001395702,0.9637902975082397,0.05024521425366402,0.05000689998269081,0.05069907754659653,0.05020926892757416,0.05122597515583038,0.0504729337990284,0.05057793855667114,0.05106506496667862,0.05044180154800415,0.05006111413240433,0.05092799663543701,0.05096636712551117,0.05119088664650917,0.008785491809248924,0.9644403457641602,0.05023195594549179,0.026450101286172867,0.018666286021471024,0.9810239672660828,0.050096213817596436,0.05115760490298271,0.0510040782392025,0.050881918519735336,0.04970529302954674,0.05059201642870903,0.05022040754556656,0.050821639597415924,0.051704809069633484,0.050301387906074524,0.05079756677150726,0.05066029354929924,0.049593448638916016,0.008560392074286938,0.9633809328079224,0.9583900570869446,0.05289272218942642,41,,,,,1.0254218578338623,3.1740827560424805,23.904882431030273
,42,25.53191375732422,1.3845162391662598,,,,,0.0501691997051239,0.026545671746134758,0.008793228305876255,0.9621100425720215,0.050249580293893814,0.04998534172773361,0.05061393603682518,0.05014089494943619,0.051288604736328125,0.05051586031913757,0.05065634846687317,0.05104532837867737,0.05043644830584526,0.0500163696706295,0.0510043203830719,0.051075953990221024,0.05132918804883957,0.008819546550512314,0.9626420140266418,0.05014747008681297,0.02642102912068367,0.019236497581005096,0.980251669883728,0.05011190474033356,0.05127227306365967,0.05115203559398651,0.05095475912094116,0.04977806657552719,0.05065026879310608,0.05020240321755409,0.050929829478263855,0.05183124914765358,0.05034135282039642,0.05086649954319,0.050716087222099304,0.04960518330335617,0.008543168194591999,0.9615768194198608,0.9565266966819763,0.05303565412759781,43,,,,,1.036103367805481,3.1682558059692383,23.765995025634766
,44,48.9361686706543,1.2212812900543213,,,,,0.05007656291127205,0.026520846411585808,0.008932913653552532,0.96047443151474,0.05027918517589569,0.05000327154994011,0.05057485029101372,0.05010348930954933,0.05135703086853027,0.05057515203952789,0.05076570063829422,0.051019567996263504,0.05043400824069977,0.04998712241649628,0.05109025910496712,0.05120314285159111,0.05150487273931503,0.008867967873811722,0.9608796834945679,0.050065480172634125,0.02639126032590866,0.019778765738010406,0.9795496463775635,0.05015638843178749,0.05139761045575142,0.051315728574991226,0.05106416717171669,0.049870867282152176,0.050731826573610306,0.05020306631922722,0.051045600324869156,0.05197082459926605,0.05041925981640816,0.05095779895782471,0.050798166543245316,0.04964957758784294,0.008508333005011082,0.9598084092140198,0.9546723961830139,0.05317764729261398,45,,,,,0.9933775067329407,3.111201047897339,22.44799041748047
,46,68.0851058959961,1.025590181350708,,,,,0.049988482147455215,0.026502108201384544,0.009148698300123215,0.9588772058486938,0.05032958462834358,0.0500405915081501,0.05057641491293907,0.0500887930393219,0.051426175981760025,0.05064956098794937,0.05089837312698364,0.05100241303443909,0.05044538900256157,0.04998267814517021,0.05117134377360344,0.051337361335754395,0.051712580025196075,0.008947276510298252,0.9591348171234131,0.04998786002397537,0.026364870369434357,0.020321469753980637,0.9789499640464783,0.050230029970407486,0.05151735618710518,0.05148640275001526,0.05120479688048363,0.04998001083731651,0.05083909258246422,0.05023335665464401,0.05116765573620796,0.0521259568631649,0.050541285425424576,0.05105374753475189,0.05089130252599716,0.04972568154335022,0.00850667804479599,0.9580686092376709,0.9528251886367798,0.05332431569695473,47,,,,,0.8651997447013855,3.0333900451660156,20.767515182495117
,48,93.61701965332031,0.8255330324172974,,,,,0.04991350695490837,0.026493722572922707,0.009412236511707306,0.9572915434837341,0.05037998408079147,0.05007977783679962,0.05059918761253357,0.05008123442530632,0.05149489641189575,0.05073363706469536,0.05103141441941261,0.050980012863874435,0.05045359954237938,0.04997820779681206,0.05124412477016449,0.05146799609065056,0.05191177874803543,0.009017185308039188,0.9574015140533447,0.04991805925965309,0.026345690712332726,0.02088601142168045,0.9784915447235107,0.050322260707616806,0.05162443220615387,0.051654234528541565,0.051368311047554016,0.05007285624742508,0.05094340071082115,0.050288137048482895,0.05127769708633423,0.05227974057197571,0.050689514726400375,0.051144860684871674,0.050987061113119125,0.049824055284261703,0.0085280891507864,0.9563474655151367,0.9509793519973755,0.05348243564367294,49,,,,,0.7797479033470154,2.969418525695801,19.480588912963867
,50,97.8723373413086,0.674100399017334,,,,,0.04984660446643829,0.026489757001399994,0.009660505689680576,0.9556663632392883,0.05041065439581871,0.050099246203899384,0.050623442977666855,0.05006738007068634,0.05154753476381302,0.05080030485987663,0.051141079515218735,0.05095392465591431,0.05045947805047035,0.0499635711312294,0.05130471661686897,0.05158613622188568,0.05206781253218651,0.009045439772307873,0.9556409120559692,0.04985792189836502,0.02633613906800747,0.02151108905673027,0.9781779646873474,0.05040901526808739,0.05171546712517738,0.051807280629873276,0.0515139177441597,0.05014357715845108,0.051033150404691696,0.05035576969385147,0.05134892463684082,0.05239757522940636,0.05082535743713379,0.05122043937444687,0.051077280193567276,0.049919094890356064,0.008592196740210056,0.9546095728874207,0.9491282105445862,0.053653933107852936,51,,,,,0.7797479033470154,2.9757351875305176,19.60403060913086
,52,100.0,0.5856904983520508,,,,,0.049776677042245865,0.026479044929146767,0.009794658981263638,0.9539794921875,0.050409864634275436,0.050107039511203766,0.05064031109213829,0.05002551153302193,0.05157571658492088,0.05083613470196724,0.05120057612657547,0.05092118680477142,0.05045057088136673,0.049928877502679825,0.051341187208890915,0.05167398601770401,0.05217289552092552,0.008997688069939613,0.9538514614105225,0.04980058595538139,0.026329733431339264,0.022202270105481148,0.9779869914054871,0.0504705086350441,0.051795944571495056,0.05194432660937309,0.051624663174152374,0.050182562321424484,0.05109269171953201,0.05040813237428665,0.0513828881084919,0.052469756454229355,0.05092477798461914,0.051278091967105865,0.051155395805835724,0.049983978271484375,0.0086356895044446,0.9528366327285767,0.9472673535346985,0.053836990147829056,53,,,,,0.8011108636856079,2.986511707305908,19.816436767578125
